ID	num_scaff_leaves	num_synth_leaves	num_splits	num_informative_input_trees	num_noninformative_overlapping_input_trees	inf_tree_ids	noninf_tree_ids
ott307211	3	5	2	1	5	tree_ot_2221@tree1.tre	tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott30733	10	15	16	2	8	tree_ot_2079@tree1.tre,tree_ot_2104@tree1.tre	tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2015@tree4152.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott30735	2	4	0	0	10		tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre,tree_ot_863@tree2.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_841@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott308593	2	7	0	0	5		tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott31195	5	18	23	6	5	tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_824@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_111@tree1.tre,TAXONOMY
ott313122	3	10	6	3	7	tree_ot_2108@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2132@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,TAXONOMY
ott313128	2	9	0	0	5		tree_ot_2221@tree1.tre,tree_ot_862@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott315822	2	2	0	0	7		tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2829@tree6579.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott315824	3	3	4	2	5	tree_ot_770@tree1.tre,tree_pg_2829@tree6579.tre	tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott317003	3	6	6	3	5	tree_ot_812@tree4.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,TAXONOMY
ott319138	2	7	0	0	9		tree_ot_2158@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_520@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2875@tree6668.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott319141	3	6	4	2	7	tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre	tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,tree_ot_836@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott320098	4	11	7	3	4	tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre,tree_pg_2913@tree6742.tre	tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott321015	3	3	6	3	4	tree_ot_2169@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2019@tree12.tre,tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,TAXONOMY
ott329999	2	2	0	0	7		tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_pg_1764@tree6299.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott331999	6	13	23	5	5	tree_ot_2141@tree1.tre,tree_ot_816@tree1.tre,tree_ot_136@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,TAXONOMY
ott332001	2	5	0	0	10		tree_ot_2141@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_816@tree1.tre,tree_ot_136@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott332139	2	5	0	0	5		tree_ot_2015@tree5.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott332937	2	48	0	0	10		tree_ot_2145@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2806@tree6529.tre,tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott333273	2	3	0	0	6		tree_ot_2179@tree1.tre,tree_ot_290@tree1.tre,tree_pg_1586@tree3208.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott333274	2	3	0	0	5		tree_ot_2179@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott335226	11	13	30	4	3	tree_ot_770@tree1.tre,tree_pg_2829@tree6579.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,TAXONOMY
ott335231	3	3	6	3	3	tree_ot_770@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,TAXONOMY
ott341464	2	2	0	0	6		tree_ot_2019@tree14.tre,tree_ot_2143@tree1.tre,tree_pg_2692@tree6245.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott341468	4	5	6	2	6	tree_ot_2143@tree1.tre,tree_pg_2913@tree6742.tre	tree_ot_2019@tree14.tre,tree_ot_111@tree1.tre,tree_pg_2692@tree6245.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott341907	44	93	107	7	2	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_pg_2913@tree6741.tre,tree_pg_2869@tree6661.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott342275	2	2	0	0	6		tree_ot_2072@tree2.tre,tree_ot_425@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott351898	2	2	0	0	5		tree_ot_2019@tree14.tre,tree_ot_2143@tree1.tre,tree_ot_172@tree2.tre,tree_ot_521@tree1.tre,TAXONOMY
ott352748	2	2	0	0	7		tree_ot_2072@tree2.tre,tree_ot_425@tree1.tre,tree_ot_118@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott352764	3	7	8	4	5	tree_ot_425@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2072@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_753@tree1.tre,tree_ot_1002@tree1.tre,TAXONOMY
ott35325	2	3	0	0	8		tree_ot_2019@tree15.tre,tree_ot_2167@tree1.tre,tree_ot_2190@tree1.tre,tree_ot_749@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott355345	2	2	0	0	5		tree_ot_153@tree1.tre,tree_ot_830@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott355463	3	5	2	1	5	tree_ot_2182@tree1.tre	tree_ot_2019@tree12.tre,tree_ot_2179@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott355464	3	3	2	1	6	tree_ot_2182@tree1.tre	tree_ot_2019@tree12.tre,tree_ot_2179@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott357621	5	7	4	1	7	tree_ot_2080@tree1.tre	tree_ot_2019@tree14.tre,tree_ot_2143@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2692@tree6245.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3595961	5	6	16	4	2	tree_pg_2860@tree6646.tre,tree_pg_2866@tree6656.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1022@tree1.tre,TAXONOMY
ott3596008	3	4	2	1	2	tree_ot_2183@tree1.tre	tree_ot_2072@tree2.tre,TAXONOMY
ott3596451	4	5	14	5	5	tree_ot_2154@tree1.tre,tree_ot_835@tree1.tre,tree_ot_837@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_531@tree1.tre,tree_ot_846@tree1.tre,TAXONOMY
ott3597427	5	6	13	4	5	tree_ot_2143@tree1.tre,tree_pg_2692@tree6245.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2019@tree14.tre,tree_ot_532@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_412@Tr77157.tre,TAXONOMY
ott3597562	2	3	0	0	4		tree_ot_2230@tree1.tre,tree_ot_2125@tree2.tre,tree_pg_2599@tree6021.tre,TAXONOMY
ott3597580	3	3	0	0	4		tree_ot_2230@tree1.tre,tree_ot_2125@tree2.tre,tree_pg_2599@tree6021.tre,TAXONOMY
ott3598218	2	2	0	0	4		tree_ot_2019@tree15.tre,tree_ot_2167@tree1.tre,tree_ot_110@tree1.tre,TAXONOMY
ott3598863	2	4	0	0	3		tree_ot_2019@tree12.tre,tree_ot_2192@tree1.tre,TAXONOMY
ott3599260	2	2	0	0	2		tree_ot_2015@tree5.tre,TAXONOMY
ott3599325	2	2	0	0	6		tree_ot_290@tree1.tre,tree_ot_170@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3599326	6	25	15	3	17	tree_ot_170@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2146@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_111@tree1.tre,tree_ot_412@Tr77157.tre,tree_pg_2015@tree4152.tre,tree_ot_854@tree1.tre,tree_ot_841@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott3599400	3	4	4	2	7	tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre	tree_ot_2079@tree1.tre,tree_ot_290@tree1.tre,tree_ot_836@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3599463	5	6	19	5	2	tree_ot_1170@tree2.tre,tree_ot_1170@tree3.tre,tree_ot_832@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott3599471	3	5	4	2	2	tree_ot_770@tree1.tre,tree_pg_2829@tree6579.tre	tree_pg_2575@tree5974.tre,TAXONOMY
ott3599508	3	3	4	2	4	tree_ot_2180@tree1.tre,tree_ot_2179@tree1.tre	tree_ot_290@tree1.tre,tree_pg_1586@tree3208.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3599532	2	2	0	0	8		tree_ot_2152@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_2084@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2924@tree6755.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3599542	2	2	0	0	3		tree_ot_2156@tree3.tre,tree_ot_1043@tree1.tre,TAXONOMY
ott3599576	3	6	0	0	5		tree_ot_2179@tree1.tre,tree_pg_1586@tree3208.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3599602	2	2	0	0	5		tree_ot_2156@tree3.tre,tree_ot_1043@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3599646	3	9	4	2	4	tree_ot_1043@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,TAXONOMY
ott3599681	80	140	291	6	9	tree_ot_2179@tree1.tre,tree_ot_1287@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2079@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_111@tree1.tre,tree_pg_2015@tree4152.tre,tree_ot_854@tree1.tre,tree_ot_841@tree1.tre,tree_ot_782@Tr48736.tre
ott3599741	2	2	0	0	5		tree_ot_500@tree1.tre,tree_ot_170@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3599889	10	11	9	1	11	tree_ot_170@tree1.tre	tree_ot_2146@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_111@tree1.tre,tree_pg_2015@tree4152.tre,tree_ot_854@tree1.tre,tree_ot_841@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3600667	15	18	23	2	3	tree_ot_140@tree1.tre,tree_ot_521@tree1.tre	tree_pg_2913@tree6741.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3601128	2	3	0	0	4		tree_ot_121@tree7.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3602182	2	4	0	0	7		tree_ot_2231@tree1.tre,tree_ot_1170@tree2.tre,tree_ot_1170@tree3.tre,tree_ot_832@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3602244	2	3	0	0	3		tree_ot_121@tree7.tre,tree_ot_809@tree2.tre,TAXONOMY
ott3603469	4	6	5	2	3	tree_pg_2600@tree6022.tre,tree_ot_809@tree2.tre	tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,TAXONOMY
ott360548	2	3	0	0	14		tree_ot_2146@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_111@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_855@tree1.tre,tree_ot_841@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott361521	2	11	0	0	5		tree_ot_2015@tree5.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott361530	7	19	14	3	2	tree_ot_2015@tree5.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott361532	2	2	0	0	5		tree_ot_2015@tree5.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott363012	7	8	18	3	6	tree_ot_138@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,TAXONOMY
ott363013	6	37	19	5	4	tree_ot_2018@tree8.tre,tree_ot_138@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre
ott363021	5	30	14	4	4	tree_ot_2018@tree8.tre,tree_ot_812@tree4.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,TAXONOMY
ott363030	157	543	514	13	2	tree_ot_2228@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_2184@tree1.tre,tree_ot_1055@tree1.tre,tree_ot_655@tree1.tre,tree_ot_769@tree3.tre,tree_ot_500@tree1.tre,tree_pg_2850@tree6620.tre,tree_pg_2913@tree6741.tre,tree_pg_2444@tree6526.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2019@tree17.tre,tree_ot_531@tree1.tre
ott364171	2	3	0	0	4		tree_ot_2141@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott370810	6	10	13	4	3	tree_ot_770@tree1.tre,tree_ot_102@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,TAXONOMY
ott372538	2	2	0	0	6		tree_ot_2018@tree8.tre,tree_ot_2154@tree1.tre,tree_ot_500@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott372550	4	10	10	4	2	tree_ot_2154@tree1.tre,tree_ot_1285@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2913@tree6741.tre,TAXONOMY
ott376604	2	2	0	0	8		tree_ot_2079@tree1.tre,tree_ot_2156@tree3.tre,tree_ot_1043@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott379419	2	17	0	0	5		tree_ot_142@tree1.tre,tree_pg_2416@tree3.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott381374	4	11	2	1	7	tree_ot_2160@tree1.tre	tree_ot_2097@tree5.tre,tree_ot_2097@tree3.tre,tree_ot_2097@tree2.tre,tree_ot_2097@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott382067	4	6	12	4	3	tree_ot_2228@tree1.tre,tree_ot_769@tree3.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_655@tree1.tre,tree_pg_2444@tree6526.tre,TAXONOMY
ott384460	2	2	0	0	7		tree_ot_1170@tree2.tre,tree_ot_1170@tree3.tre,tree_ot_290@tree1.tre,tree_ot_832@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott385665	4	34	5	2	2	tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_112@tree1.tre,TAXONOMY
ott386306	4	5	9	3	2	tree_pg_2860@tree6646.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2866@tree6656.tre,TAXONOMY
ott38966	2	14	0	0	4		tree_ot_2186@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott390840	6	11	16	4	12	tree_ot_2015@tree5.tre,tree_pg_1953@tree3977.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2146@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_290@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_866@tree1.tre,tree_ot_841@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott390841	5	18	14	4	5	tree_ot_2015@tree5.tre,tree_pg_1953@tree3977.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_290@tree1.tre,TAXONOMY
ott393089	2	6	0	0	5		tree_ot_2222@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott395867	2	5	0	0	7		tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_ot_831@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott396063	2	5	0	0	4		tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott399793	3	13	0	0	14		tree_ot_2097@tree7.tre,tree_ot_2097@tree5.tre,tree_ot_2097@tree4.tre,tree_ot_2097@tree3.tre,tree_ot_2097@tree2.tre,tree_ot_2097@tree1.tre,tree_ot_2160@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott402447	2	2	0	0	4		tree_pg_2876@tree6670.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott402457	2	68	0	0	11		tree_ot_2085@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_773@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_116@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott406674	2	4	0	0	5		tree_ot_290@tree1.tre,tree_pg_1854@tree3743.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott407710	2	2	0	0	3		tree_ot_2145@tree2.tre,tree_ot_165@tree1.tre,TAXONOMY
ott408448	2	2	0	0	7		tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2924@tree6755.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott409115	2	2	0	0	8		tree_ot_2158@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_520@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott410207	10	13	38	5	3	tree_ot_179@tree1.tre,tree_ot_180@tree1.tre,tree_ot_880@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_ot_874@tree1.tre,TAXONOMY
ott410714	2	2	0	0	7		tree_ot_2019@tree15.tre,tree_ot_2167@tree1.tre,tree_ot_110@tree1.tre,tree_ot_894@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott410719	3	4	2	1	6	tree_ot_110@tree1.tre	tree_ot_2019@tree15.tre,tree_ot_2167@tree1.tre,tree_ot_894@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott410725	2	2	0	0	3		tree_ot_2167@tree1.tre,tree_ot_110@tree1.tre,TAXONOMY
ott412120	2	2	0	0	5		tree_ot_147@tree1.tre,tree_ot_838@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott4130744	3	3	8	4	4	tree_ot_2017@tree1.tre,tree_ot_504@tree3.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2913@tree6741.tre,tree_ot_794@tree2.tre,tree_ot_159@tree1.tre,TAXONOMY
ott4130812	2	2	0	0	2		tree_ot_806@tree2.tre,TAXONOMY
ott4130834	2	2	0	0	2		tree_ot_806@tree2.tre,TAXONOMY
ott4131197	5	8	10	3	3	tree_ot_2145@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2805@tree6512.tre,tree_pg_1979@tree6300.tre,TAXONOMY
ott4131281	11	14	24	4	6	tree_ot_2234@tree9.tre,tree_ot_831@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_757@Tr70438.tre,tree_pg_2015@tree4152.tre,TAXONOMY
ott4131542	3	4	2	1	5	tree_ot_2143@tree1.tre	tree_ot_2019@tree14.tre,tree_ot_2019@tree9.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,TAXONOMY
ott4131693	2	2	0	0	2		tree_pg_2600@tree6022.tre,TAXONOMY
ott4131705	3	7	2	1	3	tree_ot_809@tree2.tre	tree_pg_2600@tree6022.tre,tree_ot_521@tree1.tre,TAXONOMY
ott415521	2	2	0	0	7		tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2829@tree6579.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott416103	29	37	76	4	2	tree_ot_2145@tree2.tre,tree_ot_167@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2805@tree6512.tre,TAXONOMY
ott419366	5	8	27	7	2	tree_ot_2143@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_891@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2829@tree6579.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott420336	2	2	0	0	5		tree_ot_2015@tree5.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott420971	3	4	0	0	4		tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott420987	2	8	0	0	10		tree_ot_2230@tree1.tre,tree_ot_2125@tree2.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_pg_2599@tree6021.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott427703	2	4	0	0	5		tree_ot_2141@tree1.tre,tree_ot_816@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott430247	3	4	4	2	4	tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2860@tree6646.tre,tree_pg_2866@tree6656.tre,tree_ot_1022@tree1.tre,TAXONOMY
ott433993	2	6	0	0	3		tree_ot_139@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott434235	3	3	8	4	5	tree_ot_2231@tree1.tre,tree_ot_1170@tree2.tre,tree_ot_1170@tree3.tre,tree_ot_521@tree1.tre	tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_832@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott438654	5	8	4	1	6	tree_ot_2090@tree1.tre	tree_pg_2913@tree6741.tre,tree_pg_2871@tree6663.tre,tree_pg_2870@tree6662.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott438658	4	5	6	2	4	tree_ot_2090@tree1.tre,tree_pg_2871@tree6663.tre	tree_pg_2870@tree6662.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott439087	2	5	0	0	9		tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre,tree_ot_290@tree1.tre,tree_ot_768@tree1.tre,tree_pg_2015@tree4152.tre,tree_ot_847@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
